req_len,is_post,num_params,special_chars,sql_count,xss_count,trav_count,alpha_count,digit_count,non_ascii
536.0,0.0,6.0,34.0,1.0,0.0,0.0,353.0,64.0,0.0
830.0,1.0,19.0,62.0,1.0,0.0,0.0,573.0,90.0,0.0
1097.0,0.0,7.0,144.0,1.0,0.0,0.0,423.0,444.0,0.0
636.0,1.0,11.0,43.0,1.0,0.0,0.0,438.0,58.0,0.0
614.0,0.0,11.0,53.0,1.0,0.0,0.0,404.0,74.0,0.0
632.0,1.0,7.0,47.0,4.0,0.0,0.0,418.0,66.0,0.0
636.0,1.0,11.0,43.0,1.0,0.0,0.0,440.0,57.0,0.0
745.0,0.0,19.0,61.0,1.0,0.0,0.0,515.0,80.0,0.0
635.0,1.0,11.0,44.0,1.0,0.0,0.0,441.0,53.0,0.0
631.0,0.0,11.0,61.0,2.0,0.0,0.0,396.0,88.0,0.0
630.0,0.0,11.0,49.0,1.0,0.0,0.0,413.0,84.0,0.0
638.0,1.0,7.0,45.0,1.0,0.0,0.0,426.0,70.0,0.0
778.0,0.0,19.0,64.0,1.0,0.0,0.0,527.0,96.0,0.0
821.0,1.0,19.0,62.0,1.0,0.0,0.0,569.0,88.0,0.0
814.0,1.0,19.0,63.0,1.0,0.0,0.0,554.0,94.0,0.0
483.0,0.0,6.0,31.0,1.0,0.0,0.0,323.0,47.0,0.0
594.0,0.0,7.0,40.0,1.0,0.0,0.0,383.0,86.0,0.0
866.0,1.0,19.0,67.0,3.0,0.0,0.0,587.0,99.0,0.0
521.0,0.0,6.0,34.0,1.0,0.0,0.0,354.0,46.0,0.0
813.0,1.0,19.0,63.0,1.0,0.0,0.0,563.0,86.0,0.0
767.0,0.0,19.0,62.0,1.0,0.0,0.0,525.0,89.0,0.0
525.0,0.0,6.0,34.0,1.0,0.0,0.0,339.0,68.0,0.0
869.0,0.0,19.0,78.0,1.0,0.0,0.0,565.0,138.0,0.0
865.0,1.0,19.0,71.0,3.0,0.0,0.0,584.0,103.0,0.0
593.0,0.0,11.0,45.0,2.0,0.0,0.0,404.0,55.0,0.0
862.0,0.0,19.0,76.0,1.0,0.0,0.0,565.0,132.0,0.0
650.0,1.0,7.0,38.0,1.0,0.0,0.0,434.0,80.0,0.0
677.0,1.0,7.0,40.0,3.0,0.0,0.0,469.0,59.0,0.0
849.0,1.0,19.0,64.0,1.0,0.0,0.0,587.0,94.0,0.0
613.0,1.0,9.0,40.0,2.0,0.0,0.0,420.0,55.0,0.0
535.0,0.0,7.0,40.0,1.0,0.0,0.0,349.0,61.0,0.0
507.0,0.0,6.0,33.0,1.0,0.0,0.0,337.0,51.0,0.0
569.0,0.0,11.0,44.0,1.0,0.0,0.0,383.0,58.0,0.0
703.0,1.0,11.0,54.0,1.0,0.0,0.0,462.0,91.0,0.0
735.0,0.0,19.0,62.0,1.0,0.0,0.0,506.0,79.0,0.0
547.0,0.0,7.0,44.0,2.0,0.0,0.0,348.0,69.0,0.0
857.0,1.0,19.0,71.0,2.0,0.0,0.0,584.0,98.0,0.0
630.0,0.0,11.0,54.0,1.0,0.0,0.0,406.0,87.0,0.0
810.0,1.0,19.0,62.0,1.0,0.0,0.0,555.0,91.0,0.0
836.0,1.0,19.0,63.0,1.0,0.0,0.0,579.0,90.0,0.0
566.0,0.0,9.0,49.0,5.0,0.0,0.0,365.0,65.0,0.0
641.0,1.0,11.0,43.0,1.0,0.0,0.0,449.0,52.0,0.0
528.0,0.0,6.0,35.0,1.0,0.0,0.0,363.0,46.0,0.0
806.0,0.0,19.0,66.0,3.0,0.0,0.0,547.0,92.0,0.0
494.0,0.0,6.0,31.0,1.0,0.0,0.0,331.0,46.0,0.0
776.0,0.0,19.0,64.0,1.0,0.0,0.0,529.0,89.0,0.0
833.0,1.0,19.0,63.0,1.0,0.0,0.0,568.0,95.0,0.0
628.0,1.0,11.0,44.0,1.0,0.0,0.0,433.0,55.0,0.0
619.0,0.0,11.0,60.0,2.0,0.0,0.0,388.0,84.0,0.0
813.0,1.0,19.0,65.0,1.0,0.0,0.0,552.0,92.0,0.0
649.0,1.0,11.0,47.0,1.0,0.0,0.0,436.0,67.0,0.0
613.0,0.0,7.0,43.0,1.0,0.0,0.0,410.0,74.0,0.0
697.0,1.0,11.0,48.0,1.0,0.0,0.0,460.0,89.0,0.0
568.0,0.0,11.0,43.0,1.0,0.0,0.0,388.0,54.0,0.0
640.0,1.0,11.0,45.0,1.0,0.0,0.0,435.0,61.0,0.0
494.0,0.0,6.0,32.0,1.0,0.0,0.0,325.0,53.0,0.0
572.0,0.0,11.0,45.0,1.0,0.0,0.0,393.0,51.0,0.0
517.0,0.0,6.0,34.0,1.0,0.0,0.0,345.0,52.0,0.0
634.0,1.0,11.0,45.0,1.0,0.0,0.0,433.0,60.0,0.0
672.0,1.0,9.0,44.0,4.0,0.0,0.0,450.0,70.0,0.0
558.0,0.0,11.0,44.0,1.0,0.0,0.0,370.0,60.0,0.0
579.0,0.0,11.0,46.0,1.0,0.0,0.0,396.0,54.0,0.0
841.0,1.0,19.0,64.0,1.0,0.0,0.0,570.0,100.0,0.0
822.0,1.0,19.0,63.0,1.0,0.0,0.0,559.0,95.0,0.0
513.0,0.0,7.0,35.0,1.0,0.0,0.0,352.0,43.0,0.0
700.0,1.0,11.0,52.0,1.0,0.0,0.0,475.0,72.0,0.0
818.0,1.0,19.0,61.0,1.0,0.0,0.0,558.0,96.0,0.0
651.0,0.0,11.0,64.0,2.0,0.0,0.0,398.0,102.0,0.0
778.0,0.0,19.0,73.0,4.0,0.0,0.0,517.0,95.0,0.0
761.0,0.0,19.0,62.0,1.0,0.0,0.0,515.0,93.0,0.0
578.0,0.0,7.0,40.0,1.0,0.0,0.0,374.0,79.0,0.0
517.0,0.0,6.0,35.0,1.0,0.0,0.0,349.0,47.0,0.0
763.0,0.0,19.0,63.0,1.0,0.0,0.0,515.0,94.0,0.0
750.0,0.0,19.0,63.0,1.0,0.0,0.0,511.0,86.0,0.0
493.0,0.0,6.0,32.0,1.0,0.0,0.0,327.0,49.0,0.0
753.0,0.0,19.0,63.0,1.0,0.0,0.0,505.0,96.0,0.0
773.0,0.0,19.0,61.0,1.0,0.0,0.0,529.0,86.0,0.0
571.0,0.0,11.0,44.0,1.0,0.0,0.0,384.0,60.0,0.0
567.0,0.0,11.0,43.0,1.0,0.0,0.0,390.0,50.0,0.0
719.0,1.0,11.0,51.0,3.0,0.0,0.0,486.0,71.0,0.0
764.0,0.0,19.0,64.0,1.0,0.0,0.0,513.0,93.0,0.0
637.0,0.0,11.0,44.0,1.0,0.0,0.0,439.0,59.0,0.0
528.0,0.0,6.0,34.0,1.0,0.0,0.0,341.0,70.0,0.0
736.0,0.0,19.0,60.0,1.0,0.0,0.0,499.0,89.0,0.0
763.0,0.0,19.0,63.0,1.0,0.0,0.0,517.0,92.0,0.0
513.0,0.0,6.0,34.0,1.0,0.0,0.0,336.0,58.0,0.0
756.0,0.0,19.0,64.0,1.0,0.0,0.0,509.0,90.0,0.0
566.0,0.0,11.0,43.0,1.0,0.0,0.0,380.0,60.0,0.0
808.0,0.0,19.0,76.0,4.0,0.0,0.0,530.0,107.0,0.0
816.0,1.0,19.0,62.0,1.0,0.0,0.0,562.0,90.0,0.0
832.0,1.0,19.0,62.0,1.0,0.0,0.0,578.0,90.0,0.0
630.0,0.0,11.0,49.0,1.0,0.0,0.0,403.0,91.0,0.0
630.0,1.0,11.0,43.0,1.0,0.0,0.0,445.0,46.0,0.0
825.0,1.0,19.0,61.0,1.0,0.0,0.0,576.0,85.0,0.0
541.0,0.0,9.0,40.0,2.0,0.0,0.0,364.0,52.0,0.0
817.0,1.0,19.0,62.0,1.0,0.0,0.0,560.0,92.0,0.0
527.0,0.0,6.0,34.0,1.0,0.0,0.0,341.0,68.0,0.0
698.0,1.0,11.0,49.0,1.0,0.0,0.0,456.0,93.0,0.0
817.0,1.0,19.0,65.0,1.0,0.0,0.0,563.0,87.0,0.0
579.0,0.0,11.0,49.0,1.0,0.0,0.0,375.0,68.0,0.0
848.0,1.0,19.0,66.0,1.0,0.0,0.0,586.0,93.0,0.0
605.0,0.0,7.0,45.0,1.0,0.0,0.0,388.0,88.0,0.0
647.0,1.0,7.0,41.0,1.0,0.0,0.0,428.0,81.0,0.0
762.0,0.0,19.0,62.0,1.0,0.0,0.0,516.0,95.0,0.0
642.0,1.0,11.0,44.0,1.0,0.0,0.0,433.0,66.0,0.0
576.0,0.0,11.0,46.0,1.0,0.0,0.0,380.0,64.0,0.0
818.0,1.0,19.0,63.0,1.0,0.0,0.0,572.0,79.0,0.0
753.0,0.0,19.0,63.0,1.0,0.0,0.0,509.0,90.0,0.0
576.0,1.0,7.0,36.0,1.0,0.0,0.0,393.0,51.0,0.0
609.0,0.0,9.0,39.0,2.0,0.0,0.0,418.0,55.0,0.0
825.0,1.0,19.0,62.0,1.0,0.0,0.0,561.0,94.0,0.0
767.0,0.0,19.0,62.0,1.0,0.0,0.0,525.0,88.0,0.0
837.0,1.0,19.0,62.0,1.0,0.0,0.0,575.0,96.0,0.0
748.0,0.0,19.0,64.0,1.0,0.0,0.0,502.0,92.0,0.0
709.0,1.0,11.0,54.0,1.0,0.0,0.0,463.0,93.0,0.0
604.0,0.0,9.0,39.0,2.0,0.0,0.0,416.0,54.0,0.0
545.0,0.0,9.0,40.0,2.0,0.0,0.0,370.0,50.0,0.0
572.0,0.0,11.0,45.0,1.0,0.0,0.0,390.0,54.0,0.0
847.0,0.0,19.0,71.0,1.0,0.0,0.0,557.0,125.0,0.0
536.0,0.0,9.0,39.0,2.0,0.0,0.0,360.0,54.0,0.0
528.0,0.0,6.0,35.0,1.0,0.0,0.0,355.0,51.0,0.0
502.0,0.0,6.0,32.0,1.0,0.0,0.0,334.0,50.0,0.0
641.0,0.0,11.0,46.0,1.0,0.0,0.0,437.0,60.0,0.0
782.0,0.0,19.0,68.0,1.0,0.0,0.0,497.0,129.0,0.0
823.0,0.0,19.0,77.0,2.0,0.0,0.0,544.0,111.0,0.0
880.0,1.0,19.0,71.0,1.0,0.0,0.0,603.0,99.0,0.0
761.0,0.0,19.0,63.0,1.0,0.0,0.0,517.0,90.0,0.0
625.0,1.0,11.0,43.0,1.0,0.0,0.0,436.0,49.0,0.0
666.0,1.0,7.0,43.0,1.0,0.0,0.0,443.0,81.0,0.0
773.0,0.0,19.0,63.0,1.0,0.0,0.0,527.0,91.0,0.0
586.0,0.0,9.0,48.0,3.0,0.0,0.0,380.0,70.0,0.0
641.0,1.0,11.0,45.0,1.0,0.0,0.0,432.0,63.0,0.0
820.0,0.0,19.0,74.0,1.0,0.0,0.0,535.0,119.0,0.0
499.0,0.0,6.0,33.0,1.0,0.0,0.0,336.0,45.0,0.0
825.0,1.0,19.0,63.0,1.0,0.0,0.0,563.0,94.0,0.0
555.0,0.0,11.0,43.0,1.0,0.0,0.0,373.0,55.0,0.0
767.0,0.0,19.0,62.0,1.0,0.0,0.0,529.0,85.0,0.0
905.0,1.0,19.0,70.0,1.0,0.0,0.0,608.0,119.0,0.0
858.0,1.0,19.0,72.0,3.0,0.0,0.0,582.0,98.0,0.0
637.0,1.0,11.0,43.0,1.0,0.0,0.0,444.0,54.0,0.0
539.0,0.0,9.0,40.0,2.0,0.0,0.0,357.0,59.0,0.0
607.0,1.0,9.0,39.0,2.0,0.0,0.0,420.0,52.0,0.0
810.0,0.0,19.0,73.0,1.0,0.0,0.0,537.0,110.0,0.0
793.0,0.0,19.0,67.0,1.0,0.0,0.0,515.0,123.0,0.0
770.0,0.0,19.0,65.0,1.0,0.0,0.0,514.0,98.0,0.0
568.0,0.0,11.0,44.0,1.0,0.0,0.0,392.0,49.0,0.0
758.0,0.0,19.0,67.0,1.0,0.0,0.0,508.0,94.0,0.0
834.0,1.0,19.0,61.0,1.0,0.0,0.0,569.0,99.0,0.0
635.0,0.0,11.0,44.0,1.0,0.0,0.0,436.0,57.0,0.0
846.0,1.0,19.0,64.0,1.0,0.0,0.0,581.0,96.0,0.0
873.0,1.0,19.0,76.0,2.0,0.0,0.0,580.0,113.0,0.0
748.0,0.0,19.0,63.0,1.0,0.0,0.0,508.0,85.0,0.0
641.0,1.0,11.0,44.0,1.0,0.0,0.0,438.0,63.0,0.0
543.0,0.0,9.0,39.0,2.0,0.0,0.0,366.0,52.0,0.0
639.0,1.0,11.0,43.0,1.0,0.0,0.0,443.0,56.0,0.0
823.0,0.0,19.0,68.0,1.0,0.0,0.0,553.0,112.0,0.0
797.0,0.0,19.0,72.0,3.0,0.0,0.0,522.0,106.0,0.0
763.0,0.0,19.0,62.0,1.0,0.0,0.0,529.0,80.0,0.0
496.0,0.0,6.0,34.0,1.0,0.0,0.0,328.0,51.0,0.0
744.0,0.0,19.0,63.0,1.0,0.0,0.0,502.0,90.0,0.0
641.0,1.0,11.0,46.0,1.0,0.0,0.0,434.0,61.0,0.0
514.0,0.0,6.0,34.0,1.0,0.0,0.0,346.0,50.0,0.0
808.0,0.0,19.0,75.0,4.0,0.0,0.0,531.0,103.0,0.0
865.0,1.0,19.0,68.0,1.0,0.0,0.0,597.0,93.0,0.0
811.0,1.0,19.0,62.0,1.0,0.0,0.0,557.0,88.0,0.0
827.0,1.0,19.0,61.0,1.0,0.0,0.0,574.0,87.0,0.0
760.0,0.0,19.0,61.0,1.0,0.0,0.0,521.0,86.0,0.0
584.0,0.0,7.0,35.0,1.0,0.0,0.0,405.0,48.0,0.0
771.0,0.0,19.0,62.0,1.0,0.0,0.0,530.0,86.0,0.0
513.0,0.0,6.0,35.0,1.0,0.0,0.0,344.0,50.0,0.0
802.0,1.0,11.0,61.0,1.0,1.0,0.0,553.0,83.0,0.0
741.0,0.0,19.0,62.0,1.0,0.0,0.0,502.0,86.0,0.0
587.0,0.0,9.0,48.0,3.0,0.0,0.0,378.0,71.0,0.0
599.0,0.0,7.0,48.0,4.0,0.0,0.0,396.0,63.0,0.0
748.0,0.0,19.0,68.0,1.0,0.0,0.0,488.0,101.0,0.0
648.0,1.0,11.0,47.0,1.0,0.0,0.0,437.0,68.0,0.0
845.0,1.0,19.0,66.0,1.0,0.0,0.0,580.0,93.0,0.0
757.0,1.0,7.0,53.0,1.0,1.0,0.0,520.0,78.0,0.0
826.0,1.0,19.0,65.0,1.0,0.0,0.0,567.0,92.0,0.0
912.0,1.0,19.0,71.0,1.0,0.0,0.0,605.0,129.0,0.0
644.0,1.0,11.0,45.0,1.0,0.0,0.0,436.0,67.0,0.0
629.0,1.0,11.0,44.0,1.0,0.0,0.0,437.0,52.0,0.0
869.0,1.0,19.0,75.0,4.0,0.0,0.0,580.0,109.0,0.0
811.0,1.0,19.0,63.0,1.0,0.0,0.0,554.0,94.0,0.0
639.0,1.0,11.0,45.0,1.0,0.0,0.0,436.0,62.0,0.0
642.0,1.0,11.0,44.0,1.0,0.0,0.0,439.0,63.0,0.0
640.0,1.0,7.0,47.0,2.0,0.0,0.0,414.0,79.0,0.0
800.0,0.0,19.0,68.0,1.0,0.0,0.0,513.0,132.0,0.0
652.0,1.0,7.0,53.0,2.0,0.0,0.0,413.0,87.0,0.0
797.0,1.0,19.0,63.0,1.0,0.0,0.0,540.0,93.0,0.0
573.0,0.0,11.0,46.0,1.0,0.0,0.0,386.0,55.0,0.0
737.0,0.0,19.0,64.0,2.0,0.0,0.0,497.0,86.0,0.0
502.0,0.0,6.0,33.0,1.0,0.0,0.0,330.0,56.0,0.0
618.0,0.0,11.0,48.0,1.0,0.0,0.0,403.0,83.0,0.0
534.0,0.0,7.0,35.0,1.0,0.0,0.0,373.0,42.0,0.0
558.0,0.0,9.0,40.0,3.0,0.0,0.0,375.0,57.0,0.0
806.0,1.0,11.0,62.0,1.0,1.0,0.0,545.0,91.0,0.0
743.0,0.0,19.0,61.0,1.0,0.0,0.0,501.0,89.0,0.0
820.0,1.0,19.0,64.0,1.0,0.0,0.0,563.0,90.0,0.0
826.0,1.0,19.0,65.0,1.0,0.0,0.0,565.0,93.0,0.0
833.0,1.0,19.0,64.0,1.0,0.0,0.0,575.0,90.0,0.0
679.0,1.0,9.0,49.0,2.0,0.0,0.0,441.0,93.0,0.0
747.0,0.0,19.0,64.0,1.0,0.0,0.0,498.0,95.0,0.0
535.0,0.0,9.0,39.0,2.0,0.0,0.0,359.0,54.0,0.0
495.0,0.0,6.0,32.0,1.0,0.0,0.0,331.0,46.0,0.0
738.0,0.0,19.0,63.0,1.0,0.0,0.0,499.0,88.0,0.0
637.0,1.0,11.0,45.0,1.0,0.0,0.0,441.0,52.0,0.0
658.0,1.0,11.0,49.0,1.0,0.0,0.0,437.0,71.0,0.0
821.0,1.0,19.0,63.0,1.0,0.0,0.0,560.0,96.0,0.0
573.0,0.0,11.0,43.0,1.0,0.0,0.0,388.0,59.0,0.0
762.0,0.0,19.0,61.0,1.0,0.0,0.0,518.0,91.0,0.0
824.0,1.0,19.0,63.0,1.0,0.0,0.0,564.0,93.0,0.0
740.0,0.0,19.0,61.0,1.0,0.0,0.0,506.0,84.0,0.0
637.0,0.0,11.0,53.0,1.0,0.0,0.0,405.0,95.0,0.0
771.0,0.0,19.0,67.0,1.0,0.0,0.0,519.0,92.0,0.0
640.0,1.0,11.0,45.0,1.0,0.0,0.0,436.0,60.0,0.0
820.0,1.0,19.0,66.0,1.0,0.0,0.0,552.0,99.0,0.0
827.0,1.0,19.0,66.0,1.0,0.0,0.0,564.0,94.0,0.0
525.0,0.0,6.0,34.0,1.0,0.0,0.0,349.0,55.0,0.0
591.0,0.0,9.0,48.0,4.0,0.0,0.0,388.0,65.0,0.0
752.0,0.0,19.0,62.0,1.0,0.0,0.0,506.0,96.0,0.0
571.0,0.0,11.0,44.0,1.0,0.0,0.0,390.0,54.0,0.0
647.0,1.0,11.0,47.0,1.0,0.0,0.0,449.0,55.0,0.0
642.0,0.0,11.0,64.0,2.0,0.0,0.0,395.0,97.0,0.0
497.0,0.0,6.0,33.0,1.0,0.0,0.0,333.0,49.0,0.0
514.0,0.0,6.0,34.0,1.0,0.0,0.0,347.0,48.0,0.0
568.0,0.0,7.0,39.0,1.0,0.0,0.0,365.0,80.0,0.0
614.0,1.0,9.0,40.0,2.0,0.0,0.0,420.0,56.0,0.0
571.0,0.0,11.0,45.0,1.0,0.0,0.0,373.0,67.0,0.0
572.0,0.0,7.0,45.0,4.0,0.0,0.0,377.0,62.0,0.0
573.0,0.0,11.0,44.0,1.0,0.0,0.0,380.0,63.0,0.0
589.0,0.0,7.0,43.0,1.0,0.0,0.0,365.0,97.0,0.0
579.0,0.0,7.0,35.0,1.0,0.0,0.0,392.0,57.0,0.0
813.0,1.0,19.0,62.0,1.0,0.0,0.0,559.0,90.0,0.0
639.0,0.0,11.0,49.0,3.0,0.0,0.0,436.0,59.0,0.0
594.0,1.0,7.0,39.0,1.0,0.0,0.0,401.0,58.0,0.0
771.0,0.0,19.0,64.0,1.0,0.0,0.0,521.0,96.0,0.0
741.0,0.0,19.0,68.0,1.0,0.0,0.0,497.0,89.0,0.0
516.0,0.0,6.0,34.0,1.0,0.0,0.0,326.0,72.0,0.0
531.0,0.0,6.0,35.0,1.0,0.0,0.0,353.0,56.0,0.0
481.0,0.0,6.0,31.0,1.0,0.0,0.0,316.0,51.0,0.0
637.0,1.0,11.0,43.0,1.0,0.0,0.0,440.0,58.0,0.0
817.0,1.0,19.0,61.0,1.0,0.0,0.0,558.0,93.0,0.0
742.0,0.0,19.0,62.0,1.0,0.0,0.0,501.0,87.0,0.0
760.0,0.0,19.0,62.0,1.0,0.0,0.0,519.0,86.0,0.0
851.0,1.0,19.0,65.0,1.0,0.0,0.0,586.0,94.0,0.0
647.0,1.0,11.0,47.0,1.0,0.0,0.0,444.0,57.0,0.0
619.0,1.0,9.0,44.0,2.0,0.0,0.0,408.0,69.0,0.0
758.0,0.0,19.0,62.0,1.0,0.0,0.0,513.0,93.0,0.0
640.0,0.0,11.0,51.0,1.0,0.0,0.0,424.0,80.0,0.0
751.0,0.0,19.0,63.0,1.0,0.0,0.0,511.0,88.0,0.0
499.0,0.0,6.0,33.0,1.0,0.0,0.0,328.0,53.0,0.0
1143.0,1.0,7.0,144.0,1.0,0.0,0.0,457.0,444.0,0.0
532.0,0.0,6.0,36.0,1.0,0.0,0.0,361.0,48.0,0.0
757.0,0.0,19.0,65.0,1.0,0.0,0.0,515.0,89.0,0.0
812.0,1.0,19.0,63.0,1.0,0.0,0.0,564.0,83.0,0.0
667.0,1.0,9.0,44.0,2.0,0.0,0.0,436.0,90.0,0.0
775.0,0.0,19.0,65.0,1.0,0.0,0.0,530.0,89.0,0.0
496.0,0.0,6.0,31.0,1.0,0.0,0.0,314.0,68.0,0.0
518.0,0.0,7.0,36.0,1.0,0.0,0.0,348.0,51.0,0.0
740.0,0.0,19.0,63.0,1.0,0.0,0.0,504.0,85.0,0.0
627.0,0.0,11.0,48.0,1.0,0.0,0.0,406.0,86.0,0.0
735.0,0.0,19.0,62.0,1.0,0.0,0.0,502.0,83.0,0.0
575.0,0.0,11.0,45.0,1.0,0.0,0.0,383.0,61.0,0.0
508.0,0.0,6.0,34.0,1.0,0.0,0.0,342.0,46.0,0.0
491.0,0.0,6.0,32.0,1.0,0.0,0.0,320.0,54.0,0.0
802.0,1.0,19.0,64.0,1.0,0.0,0.0,537.0,100.0,0.0
783.0,0.0,19.0,67.0,1.0,0.0,0.0,539.0,83.0,0.0
792.0,0.0,19.0,65.0,1.0,0.0,0.0,521.0,119.0,0.0
530.0,0.0,6.0,35.0,1.0,0.0,0.0,364.0,44.0,0.0
560.0,0.0,11.0,43.0,1.0,0.0,0.0,379.0,55.0,0.0
741.0,0.0,19.0,63.0,1.0,0.0,0.0,498.0,92.0,0.0
778.0,0.0,19.0,63.0,1.0,0.0,0.0,529.0,91.0,0.0
548.0,0.0,7.0,45.0,4.0,0.0,0.0,354.0,62.0,0.0
524.0,0.0,6.0,35.0,1.0,0.0,0.0,349.0,53.0,0.0
761.0,0.0,19.0,62.0,1.0,0.0,0.0,527.0,81.0,0.0
749.0,0.0,19.0,63.0,1.0,0.0,0.0,495.0,99.0,0.0
700.0,1.0,11.0,49.0,1.0,0.0,0.0,466.0,88.0,0.0
677.0,1.0,9.0,45.0,2.0,0.0,0.0,437.0,96.0,0.0
571.0,0.0,11.0,44.0,1.0,0.0,0.0,380.0,61.0,0.0
771.0,0.0,19.0,73.0,4.0,0.0,0.0,510.0,95.0,0.0
804.0,0.0,19.0,64.0,1.0,0.0,0.0,546.0,94.0,0.0
821.0,1.0,19.0,66.0,1.0,0.0,0.0,550.0,98.0,0.0
621.0,0.0,9.0,60.0,3.0,0.0,0.0,377.0,98.0,0.0
522.0,0.0,6.0,34.0,1.0,0.0,0.0,333.0,72.0,0.0
666.0,1.0,7.0,47.0,1.0,0.0,0.0,442.0,81.0,0.0
508.0,0.0,6.0,33.0,1.0,0.0,0.0,340.0,52.0,0.0
803.0,1.0,19.0,61.0,1.0,0.0,0.0,548.0,90.0,0.0
875.0,1.0,19.0,65.0,1.0,0.0,0.0,579.0,127.0,0.0
653.0,1.0,11.0,47.0,1.0,0.0,0.0,439.0,67.0,0.0
501.0,0.0,6.0,33.0,1.0,0.0,0.0,341.0,44.0,0.0
639.0,1.0,11.0,43.0,1.0,0.0,0.0,435.0,65.0,0.0
806.0,0.0,19.0,72.0,1.0,0.0,0.0,525.0,121.0,0.0
749.0,0.0,19.0,64.0,1.0,0.0,0.0,498.0,95.0,0.0
771.0,0.0,19.0,64.0,1.0,0.0,0.0,526.0,89.0,0.0
532.0,0.0,9.0,40.0,2.0,0.0,0.0,349.0,60.0,0.0
833.0,1.0,19.0,62.0,1.0,0.0,0.0,578.0,90.0,0.0
823.0,1.0,19.0,63.0,1.0,0.0,0.0,562.0,95.0,0.0
815.0,1.0,19.0,61.0,1.0,0.0,0.0,557.0,92.0,0.0
777.0,0.0,19.0,64.0,1.0,0.0,0.0,526.0,89.0,0.0
640.0,0.0,11.0,61.0,2.0,0.0,0.0,406.0,87.0,0.0
831.0,1.0,19.0,64.0,1.0,0.0,0.0,572.0,90.0,0.0
871.0,1.0,19.0,79.0,2.0,0.0,0.0,568.0,118.0,0.0
635.0,1.0,7.0,44.0,3.0,0.0,0.0,425.0,65.0,0.0
764.0,0.0,19.0,63.0,1.0,0.0,0.0,515.0,94.0,0.0
