code_len,num_lines,num_semicolons,num_parens,num_quotes,is_sql,is_cmdi,is_pathtraver,is_xss,is_crypto,special_chars
3372.0,91.0,32.0,48.0,43.0,0.0,0.0,0.0,1.0,0.0,89.0
2936.0,78.0,27.0,44.0,26.0,1.0,0.0,0.0,1.0,0.0,79.0
3300.0,93.0,33.0,48.0,44.0,0.0,0.0,1.0,1.0,0.0,77.0
6380.0,144.0,60.0,158.0,46.0,0.0,0.0,0.0,1.0,1.0,160.0
5286.0,131.0,51.0,104.0,55.0,0.0,0.0,0.0,1.0,1.0,115.0
5401.0,130.0,46.0,118.0,43.0,0.0,0.0,1.0,1.0,1.0,109.0
2598.0,71.0,27.0,50.0,22.0,0.0,1.0,0.0,1.0,0.0,75.0
4324.0,110.0,40.0,104.0,35.0,0.0,0.0,0.0,1.0,0.0,111.0
5913.0,131.0,53.0,148.0,46.0,0.0,0.0,0.0,1.0,0.0,153.0
2610.0,73.0,23.0,38.0,25.0,0.0,0.0,0.0,1.0,0.0,80.0
3556.0,96.0,34.0,54.0,48.0,0.0,0.0,0.0,1.0,0.0,83.0
4260.0,116.0,40.0,64.0,45.0,0.0,0.0,1.0,1.0,0.0,90.0
4723.0,107.0,36.0,100.0,32.0,0.0,0.0,1.0,1.0,1.0,93.0
3418.0,86.0,36.0,82.0,22.0,0.0,1.0,0.0,1.0,0.0,79.0
3354.0,88.0,33.0,58.0,22.0,0.0,0.0,0.0,1.0,0.0,88.0
1973.0,54.0,20.0,26.0,18.0,0.0,0.0,0.0,1.0,0.0,67.0
5046.0,116.0,41.0,116.0,36.0,0.0,0.0,1.0,1.0,1.0,107.0
5351.0,130.0,48.0,116.0,38.0,0.0,0.0,1.0,1.0,1.0,109.0
5232.0,129.0,45.0,118.0,36.0,0.0,0.0,0.0,1.0,1.0,114.0
5504.0,129.0,45.0,120.0,41.0,0.0,0.0,1.0,1.0,1.0,116.0
3159.0,87.0,34.0,38.0,42.0,0.0,0.0,0.0,1.0,0.0,97.0
5713.0,136.0,48.0,138.0,38.0,0.0,0.0,0.0,1.0,1.0,140.0
3904.0,105.0,41.0,62.0,44.0,0.0,0.0,0.0,1.0,0.0,93.0
1893.0,51.0,17.0,24.0,14.0,0.0,0.0,0.0,1.0,0.0,60.0
3053.0,80.0,29.0,50.0,26.0,1.0,0.0,0.0,1.0,0.0,78.0
4604.0,109.0,40.0,108.0,32.0,0.0,0.0,0.0,1.0,1.0,112.0
3399.0,82.0,31.0,62.0,39.0,1.0,0.0,0.0,1.0,0.0,102.0
5743.0,135.0,46.0,126.0,34.0,0.0,0.0,1.0,1.0,1.0,142.0
2609.0,70.0,21.0,38.0,20.0,0.0,0.0,0.0,1.0,0.0,73.0
2345.0,63.0,21.0,38.0,20.0,0.0,0.0,0.0,1.0,0.0,69.0
5159.0,122.0,41.0,108.0,36.0,0.0,0.0,1.0,1.0,1.0,93.0
3244.0,84.0,28.0,56.0,31.0,0.0,0.0,0.0,1.0,0.0,93.0
3853.0,100.0,38.0,80.0,33.0,0.0,1.0,0.0,1.0,0.0,105.0
4024.0,97.0,38.0,102.0,30.0,0.0,0.0,0.0,1.0,0.0,106.0
4794.0,116.0,43.0,102.0,36.0,0.0,0.0,0.0,1.0,1.0,114.0
3798.0,93.0,34.0,68.0,49.0,0.0,0.0,0.0,1.0,0.0,119.0
3915.0,102.0,38.0,86.0,31.0,0.0,0.0,1.0,1.0,0.0,90.0
5507.0,134.0,47.0,116.0,49.0,0.0,0.0,1.0,1.0,1.0,122.0
7435.0,157.0,58.0,214.0,55.0,0.0,0.0,1.0,1.0,1.0,139.0
3607.0,87.0,26.0,68.0,33.0,1.0,0.0,0.0,1.0,0.0,84.0
5240.0,117.0,45.0,104.0,51.0,1.0,0.0,0.0,1.0,0.0,137.0
3247.0,82.0,33.0,66.0,36.0,0.0,1.0,0.0,1.0,0.0,94.0
3158.0,80.0,26.0,62.0,24.0,1.0,0.0,0.0,1.0,0.0,75.0
3646.0,86.0,32.0,72.0,26.0,0.0,0.0,0.0,1.0,0.0,107.0
4201.0,99.0,38.0,94.0,33.0,0.0,1.0,0.0,1.0,0.0,109.0
2893.0,77.0,23.0,50.0,22.0,0.0,0.0,0.0,1.0,0.0,81.0
3809.0,91.0,34.0,78.0,41.0,0.0,0.0,1.0,1.0,0.0,97.0
3434.0,91.0,32.0,60.0,25.0,0.0,0.0,1.0,1.0,0.0,85.0
5311.0,130.0,49.0,104.0,56.0,0.0,0.0,1.0,1.0,1.0,91.0
