code_len,num_semicolons,num_parens,num_quotes,is_sql,is_xss,is_cmd,is_mem
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
57.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
72.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
95.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
161.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
161.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
102.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
110.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
161.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
72.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
61.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
87.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
58.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
110.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
58.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
55.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
102.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
58.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
72.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
61.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
55.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
95.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
72.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
85.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0
102.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
58.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
87.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0
161.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
58.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
95.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
87.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
57.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
87.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0
57.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
57.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
110.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
57.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
95.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
55.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
87.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0
110.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
61.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
58.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
102.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
87.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0
110.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
61.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
110.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
72.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
161.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
102.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
61.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
87.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0
95.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
102.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
161.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
95.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
55.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
58.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
58.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
57.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
87.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0
87.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0
55.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
102.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
95.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
87.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0
95.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
95.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
55.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
87.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0
110.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
110.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
102.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
55.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
87.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
102.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
55.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
95.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
58.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
110.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
72.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
58.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
161.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
85.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
72.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
110.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
57.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
85.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0
61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
72.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
85.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
161.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
161.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
85.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0
87.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0
102.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
58.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
61.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
61.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
85.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0
57.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
110.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
57.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
61.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
110.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
63.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
55.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
85.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
161.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
161.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
55.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
61.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
57.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
102.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
72.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0
87.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0
61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
55.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
61.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
161.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
85.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
102.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
72.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
61.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
72.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
102.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
161.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
61.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
62.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
58.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
85.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
58.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
53.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
61.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
137.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
94.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0
102.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
